Wavelength(m)	n	k
# material: TiO2
# source: T. Siefke, S. Kroker, K. Pfeiffer, O. Puffky, K. Dietrich, D. Franta, I. Ohlidal, A. Szeghalmi, E.-B. Kley, A. Tunnermann. Materials pushing the application limits of wire grid polarizers further into the deep ultraviolet spectral range. Adv. Opt. Mater. 4, 1780-1786 (2016) (Numerical data kindly provided by Thomas Siefke)
# conditions: Film: prepared by ALD, 350 nm TiO2. See Ratzsch et al. Nanotechnology 26, 024003 (2015). Measurement: ellipsometer Jobin Yvon UVISEL2 VUV: 1.5-8.7 eV; ellipsometer Jobin Yvon UVISEL: 0.6-6.5 eV; ellipsometer Woollam IRVASE: 300-6500 cm-1; spectrophotometer McPhersom VUVas 2000: 5.6-10.3 eV; spectrophotometer Perkin Elmer Lambda 1050: 0.5-6.7 eV; spectrophotometer Bruker Vertex 80v: 80-7500 cm-1. Fit model: universal dispersion model. See Franta et al. Appl. Opt. 54, 9108-9119 (2015)."
# upstream: polyanskiy/refractiveindex.info-database@ff11b58 main/TiO2/nk/Siefke.yml
# type: tabulated nk
# range: 1.2018e-07 - 1.2512e-04 m
# converted: 2026-07-31 (wavelength um -> m)
5.399286e-07	2.44351	8.56e-08
5.430456e-07	2.44107	7.4e-08
5.461807e-07	2.43868	6.4e-08
5.493338e-07	2.43633	5.55e-08
5.525051e-07	2.43402	4.81e-08
5.556948e-07	2.43175	4.17e-08
5.589028e-07	2.42952	3.62e-08
5.621294e-07	2.42733	3.15e-08
5.653746e-07	2.42517	2.74e-08
5.686386e-07	2.42305	2.38e-08
5.719214e-07	2.42097	2.07e-08
5.752231e-07	2.41892	1.81e-08
5.785439e-07	2.4169	1.58e-08
5.818839e-07	2.41492	1.38e-08
5.852431e-07	2.41297	1.2e-08
5.886218e-07	2.41105	1.05e-08
5.920199e-07	2.40917	9.21e-09
5.954377e-07	2.40731	8.06e-09
5.988752e-07	2.40548	7.06e-09
6.023325e-07	2.40369	6.19e-09
6.058098e-07	2.40192	5.43e-09
6.093072e-07	2.40017	4.76e-09
6.128248e-07	2.39846	4.18e-09
6.163627e-07	2.39677	3.67e-09
6.199210e-07	2.39511	3.23e-09
6.234998e-07	2.39347	2.84e-09
6.270993e-07	2.39186	2.49e-09
6.307196e-07	2.39028	2.19e-09
6.343608e-07	2.38871	1.93e-09
6.380230e-07	2.38717	1.7e-09
6.417063e-07	2.38566	1.49e-09
6.454109e-07	2.38416	1.31e-09
6.491369e-07	2.38269	1.15e-09
6.528844e-07	2.38124	1.01e-09
6.566536e-07	2.37982	8.86e-10
6.604445e-07	2.37841	7.76e-10
6.642573e-07	2.37702	6.79e-10
6.680921e-07	2.37566	5.93e-10
6.719490e-07	2.37431	5.16e-10
6.758282e-07	2.37298	4.49e-10
6.797298e-07	2.37167	3.89e-10
6.836539e-07	2.37038	3.35e-10
6.876007e-07	2.36911	2.87e-10
6.915703e-07	2.36786	2.45e-10
6.955628e-07	2.36662	2.07e-10
6.995783e-07	2.3654	1.73e-10
7.036170e-07	2.3642	1.43e-10
7.076790e-07	2.36302	1.16e-10
7.117645e-07	2.36185	9.15e-11
7.158736e-07	2.3607	6.96e-11
7.200063e-07	2.35956	4.99e-11
7.241630e-07	2.35844	3.22e-11
7.283436e-07	2.35733	1.62e-11
7.325484e-07	2.35624	1.77e-12
7.367774e-07	2.35516	0
7.410309e-07	2.3541	0
7.453089e-07	2.35305	0
7.496116e-07	2.35202	0
7.539392e-07	2.351	0
7.582917e-07	2.34999	0
7.626694e-07	2.349	0
7.670723e-07	2.34802	0
7.715007e-07	2.34705	0
7.759546e-07	2.3461	0
7.804343e-07	2.34515	0
7.849398e-07	2.34422	0
7.894713e-07	2.3433	0
7.940289e-07	2.34239	0
7.986129e-07	2.3415	0
8.032233e-07	2.34061	0
8.078604e-07	2.33974	0
8.125242e-07	2.33888	0
8.172150e-07	2.33802	0
8.219328e-07	2.33718	0
8.266779e-07	2.33635	0
8.314504e-07	2.33553	0
8.362504e-07	2.33472	0
8.410781e-07	2.33391	0
8.459337e-07	2.33312	0
8.508173e-07	2.33234	0
8.557291e-07	2.33157	0
8.606693e-07	2.3308	0
8.656380e-07	2.33005	0
8.706354e-07	2.3293	0
8.756616e-07	2.32856	0
8.807169e-07	2.32784	0
8.858013e-07	2.32711	0
8.909151e-07	2.3264	0
8.960584e-07	2.3257	0
9.012314e-07	2.325	0
9.064343e-07	2.32431	0
9.116672e-07	2.32363	0
